class,proposed_action,name,district,agent_class,confidence,years,evidence_url,evidence_quote,searched,note,id
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Felipe Moran,Whittier City School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) Whittier City rosters 2007 (WDN), 2016, 2019, 2021, 2023, 2025 (Wayback), 2026 (live): name absent; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.","Not on any Whittier City roster found (2007, 2016-2026). Looks like a made-up seed name.",fb8d85f1-105d-453b-beda-fed70bde0cac
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Joe Ramos,Whittier City School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) Whittier City rosters 2007 (WDN), 2016, 2019, 2021, 2023, 2025 (Wayback), 2026 (live): name absent; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.","Not on any Whittier City roster found (2007, 2016-2026). Looks like a made-up seed name.",247a40d7-e641-4e90-9110-67c311c6d3f4
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Mary Pinkney,Whittier City School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) Whittier City rosters 2007 (WDN), 2016, 2019, 2021, 2023, 2025 (Wayback), 2026 (live): name absent; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.","Not on any Whittier City roster found (2007, 2016-2026). Looks like a made-up seed name.",7fda4a85-279d-4fa1-b941-dfa98097a3c5
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Monica Ayala,Whittier City School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) Whittier City rosters 2007 (WDN), 2016, 2019, 2021, 2023, 2025 (Wayback), 2026 (live): name absent; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.","Not on any Whittier City roster found (2007, 2016-2026). Looks like a made-up seed name.",242c68a1-7d99-4a0f-83b3-878b145f2522
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Carole Hussey,Whittier Union High School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) WUHSD rosters 2007 (WDN), BoardDocs agendas every year Aug 2012-2026 (roll/vote lines checked for 2012, 2013, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026), WDN 2022 article on the 1997-2022 board: name absent; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.",Not on any WUHSD roster 2007-2026. Looks like a made-up seed name.,5db21599-5f8e-4f08-b2e9-edbeb012add7
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Joe Torres,Whittier Union High School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) WUHSD rosters 2007 (WDN), BoardDocs agendas every year Aug 2012-2026 (roll/vote lines checked for 2012, 2013, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026), WDN 2022 article on the 1997-2022 board: name absent; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.",Not on any WUHSD roster 2007-2026. Looks like a made-up seed name.,1729fc7b-9a35-4dda-9276-12b6123bc1d8
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Maria Mendez,Whittier Union High School District,NO_EVIDENCE,high,,https://lavote.gov/Apps/CandidateList/Index?id=3752,MARIA CARMENITA MENDEZ Educator/Parent 11202 HOWARD ST WHITTIER ... WHITTIER UNION HIGH SCHOOL DISTRICT Governing Board Member,"(1) current board page; (2) WUHSD rosters 2007 (WDN), BoardDocs agendas every year Aug 2012-2026 (roll/vote lines checked for 2012, 2013, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026), WDN 2022 article on the 1997-2022 board: name absent; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.","She was only a LOSING CANDIDATE, never seated. 2017 at-large race: the three incumbents (Anderson, Baird, Calleros) were all on the Jan 2018 BoardDocs roster, so she lost. The same person (same address 11202 Howard St and same email) ran in 2022 as a WRITE-IN for Whittier City SD TA3 ('MARIA MENDEZ', RR/CC 4300) and lost to Richard Hever. Not on any WUHSD roster 2007-2026. Do not confuse with Gary Mendez (real WUHSD TA5 trustee Dec 2022 - Dec 9, 2025).",a2ea72fc-4c80-4e3f-b72b-e584e3c81a7d
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Sergio Garcia,Whittier Union High School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) WUHSD rosters 2007 (WDN), BoardDocs agendas every year Aug 2012-2026 (roll/vote lines checked for 2012, 2013, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026), WDN 2022 article on the 1997-2022 board: name absent; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.",Not on any WUHSD roster 2007-2026. Looks like a made-up seed name.,228d3acd-75db-44cc-bef9-06f448f94a21
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Jim Lecithin,William S. Hart Union High School District,NO_EVIDENCE,medium,,,,"(1) current board page (live); (2) Wayback rosters 2015, 2017, 2018, 2021, 2022, 2023, 2024, 2026 and the 2023 vacancy page; Ballotpedia district page; General web search was not usable this session: Bing returned first-word-only junk, Brave/DuckDuckGo/Mojeek/Startpage returned captchas, WebSearch quota (3) spent on appointment dates. Used instead: AV Press site search (avpress.com/search), Ballotpedia, all LA RR/CC school-board candidate lists 2017-2026 (rrcc_school.json, 1726 rows, no match).",Absent from every Hart roster 2015-2026 and RR/CC 2017-2026. 'Lecithin' is a food-additive word; likely a fabricated name.,f5638f34-de59-4b45-890b-b59414aaf4de
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Linda Miller,Wilsona School District,NO_EVIDENCE,high,,,,"(1) current board page wilsonasd.org (SchoolBlocks page 29dd1313): absent; (2) Wayback 2011-11 index.php/school-board/members, 2013-09 /bm, 2020-08 /domain/32, 2023-09 view-here-29dd1313: absent; (3) RR/CC Wilsona lists 2017-2026 and county-wide school JSON: no match; AV Press quoted-name search: 0 relevant hits (Linda Miller hits are 'Today in history' wire items); Google News RSS: none; Ballotpedia Wilsona page: no candidate data. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",Surname-only overlap with sitting trustee Robert D. Miller; not disproof.,fce14caa-e78a-4538-ae4f-8657f53430ed
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Mike Diaz,Wilsona School District,NO_EVIDENCE,high,,,,"(1) current board page wilsonasd.org (SchoolBlocks page 29dd1313): absent; (2) Wayback 2011-11 index.php/school-board/members, 2013-09 /bm, 2020-08 /domain/32, 2023-09 view-here-29dd1313: absent; (3) RR/CC Wilsona lists 2017-2026 and county-wide school JSON: no match; AV Press quoted-name search: 0 relevant hits (Linda Miller hits are 'Today in history' wire items); Google News RSS: none; Ballotpedia Wilsona page: no candidate data. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",,ceec8e87-b495-4430-ba59-dc202a982ffd
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Tina Huber,Wilsona School District,NO_EVIDENCE,high,,,,"(1) current board page wilsonasd.org (SchoolBlocks page 29dd1313): absent; (2) Wayback 2011-11 index.php/school-board/members, 2013-09 /bm, 2020-08 /domain/32, 2023-09 view-here-29dd1313: absent; (3) RR/CC Wilsona lists 2017-2026 and county-wide school JSON: no match; AV Press quoted-name search: 0 relevant hits (Linda Miller hits are 'Today in history' wire items); Google News RSS: none; Ballotpedia Wilsona page: no candidate data. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",,40b39473-5ed1-41b6-85c6-6d1aff569464
